date,hour,USD_per_MWh,wind Hatchet MWh
1/28/2018,652,30.5824,4.56588
1/28/2018,653,31.20132,8.09083
1/28/2018,654,33.7293,1.32322
1/28/2018,655,36.01271,0.443939
1/28/2018,656,31.29291,1.40424
1/28/2018,657,26.61447,0.238106
1/28/2018,658,15.22657,0.895244
1/28/2018,659,14.42237,2.58212
1/28/2018,660,13.53094,4.94398
1/28/2018,661,10.90259,8.86425
1/28/2018,662,11.98043,11.7756
1/28/2018,663,14.34004,9.55951
1/28/2018,664,21.91351,8.58004
1/28/2018,665,35.38422,3.0584
1/28/2018,666,47.48189,4.09552
1/28/2018,667,48.76507,2.92943
1/28/2018,668,42.64575,2.50767
1/28/2018,669,39.81341,0.591406
1/28/2018,670,36.24928,4.59369
1/28/2018,671,33.97728,5.81993
1/28/2018,672,30.01299,1.08406
1/29/2018,673,27.68715,4.96462
1/29/2018,674,26.10551,4.63168
1/29/2018,675,26.01729,2.08639
1/29/2018,676,26.25898,0.0597083
1/29/2018,677,28.69721,0
1/29/2018,678,33.8571,0.325914
1/29/2018,679,43.56801,0.348591
1/29/2018,680,41.78508,0.0576199
1/29/2018,681,30.68623,0
1/29/2018,682,24.5162,0
1/29/2018,683,21.08552,0.0305636
1/29/2018,684,18.50907,0.203569
1/29/2018,685,16.8195,0.0346854
1/29/2018,686,16.70072,0
1/29/2018,687,18.58702,0.0319234
1/29/2018,688,25.5887,0
1/29/2018,689,35.98791,0
1/29/2018,690,50.35298,0.156109
1/29/2018,691,53.72335,0.0364998
1/29/2018,692,45.28599,0
1/29/2018,693,43.71361,0
1/29/2018,694,38.77223,0
1/29/2018,695,33.98727,0
1/29/2018,696,30.41105,1.23696
1/30/2018,697,27.92926,9.9376
1/30/2018,698,26.10967,8.59173
1/30/2018,699,25.58327,13.6
1/30/2018,700,25.59117,12.2422
1/30/2018,701,28.13812,7.05057
1/30/2018,702,33.31587,13.3804
1/30/2018,703,41.45936,13.6
1/30/2018,704,42.21756,13.6
1/30/2018,705,29.84292,13.6
1/30/2018,706,24.92112,0.114811
1/30/2018,707,23.08177,0
1/30/2018,708,23.31797,0.846369
1/30/2018,709,22.5153,0.76922
1/30/2018,710,22.57958,1.93289
1/30/2018,711,25.66859,2.21422
1/30/2018,712,28.48439,1.03383
1/30/2018,713,32.96556,0.257525
1/30/2018,714,48.88439,0
1/30/2018,715,52.57147,0
1/30/2018,716,40.983,0
1/30/2018,717,39.66834,0
1/30/2018,718,34.94912,1.15175
1/30/2018,719,32.3553,6.74756
1/30/2018,720,29.38565,2.55622
1/31/2018,721,27.69164,0.200528
1/31/2018,722,26.60065,0
1/31/2018,723,25.57639,0
1/31/2018,724,25.54698,0.421898
1/31/2018,725,28.06377,0
1/31/2018,726,32.24131,0
1/31/2018,727,41.05407,0
1/31/2018,728,39.86098,0
1/31/2018,729,22.01339,0
1/31/2018,730,14.6691,0
1/31/2018,731,12.02163,0
1/31/2018,732,11.77425,0
1/31/2018,733,11.19815,0
1/31/2018,734,11.45296,1.43676
1/31/2018,735,13.8182,0.828488
1/31/2018,736,20.44812,1.41957
1/31/2018,737,32.22296,2.57156
1/31/2018,738,43.94351,3.54851
1/31/2018,739,44.12604,2.59323
1/31/2018,740,41.15012,0.172866
1/31/2018,741,40.28963,0
1/31/2018,742,38.15547,0.0499944
1/31/2018,743,33.50434,0.451467
1/31/2018,744,30.75568,0.643284
2/1/2018,745,27.07793,0
2/1/2018,746,26.43973,0.107531
2/1/2018,747,25.70301,0
2/1/2018,748,25.332,0
2/1/2018,749,28.44668,0
2/1/2018,750,33.38284,0
2/1/2018,751,39.4662,0
2/1/2018,752,41.45856,0
2/1/2018,753,29.40852,0.278277
2/1/2018,754,21.80927,0
2/1/2018,755,20.0662,0.208756
2/1/2018,756,18.09397,0.440871
2/1/2018,757,16.22117,0.250744
2/1/2018,758,16.49984,0.331477
2/1/2018,759,21.11223,0.831079
2/1/2018,760,25.83178,0.806873
2/1/2018,761,32.86126,0
2/1/2018,762,41.565,0
