date,hour,USD_per_MWh,wind Hatchet MWh
1/26/2018,609,31.3943,0.589137
1/26/2018,610,28.76962,0.599464
1/26/2018,611,24.31159,0.274816
1/26/2018,612,22.67042,0.098781
1/26/2018,613,20.21138,0
1/26/2018,614,19.79895,0
1/26/2018,615,21.22253,0
1/26/2018,616,28.54311,0
1/26/2018,617,36.39151,0
1/26/2018,618,49.83262,0.478276
1/26/2018,619,52.5736,1.18416
1/26/2018,620,45.26195,2.9196
1/26/2018,621,44.75285,3.13196
1/26/2018,622,42.07525,4.19788
1/26/2018,623,35.85472,10.511
1/26/2018,624,32.99061,13.2201
1/27/2018,625,33.59745,13.0174
1/27/2018,626,31.82065,11.6846
1/27/2018,627,30.79171,8.87765
1/27/2018,628,31.23458,10.503
1/27/2018,629,30.45767,10.1143
1/27/2018,630,34.30319,13.4931
1/27/2018,631,38.22414,13.5747
1/27/2018,632,36.50459,13.6
1/27/2018,633,32.72546,13.6
1/27/2018,634,28.57216,7.10186
1/27/2018,635,20.95114,0.210958
1/27/2018,636,19.58274,0
1/27/2018,637,16.63917,0
1/27/2018,638,15.58594,0
1/27/2018,639,16.01992,0
1/27/2018,640,22.06434,0
1/27/2018,641,33.93494,0
1/27/2018,642,43.89895,0
1/27/2018,643,43.4628,9.02058
1/27/2018,644,41.37472,7.7331
1/27/2018,645,40.19208,2.3586
1/27/2018,646,36.85802,0.894363
1/27/2018,647,34.80939,0
1/27/2018,648,31.73567,0
1/28/2018,649,32.72933,0
1/28/2018,650,32.51762,0
1/28/2018,651,31.47547,0
1/28/2018,652,31,0
1/28/2018,653,31.51768,0
1/28/2018,654,33.95688,0
1/28/2018,655,36.22218,0
1/28/2018,656,32.28618,0
1/28/2018,657,28.35813,0
1/28/2018,658,18.06848,0
1/28/2018,659,15.74617,0
1/28/2018,660,14.77958,0
1/28/2018,661,11.89741,0
1/28/2018,662,13.1187,0
1/28/2018,663,15.42629,0
1/28/2018,664,22.9491,0
1/28/2018,665,36.11278,0
1/28/2018,666,47.38076,0
1/28/2018,667,48.69085,0.0133005
1/28/2018,668,42.70643,0
1/28/2018,669,39.94706,0
1/28/2018,670,36.2456,0
1/28/2018,671,34.35245,0
1/28/2018,672,30.43402,0
1/29/2018,673,28.17374,0
1/29/2018,674,26.69137,0
1/29/2018,675,26.61711,0
1/29/2018,676,26.81521,0
1/29/2018,677,29.14767,0
1/29/2018,678,33.73633,0
1/29/2018,679,43.38607,0
1/29/2018,680,42.36584,0
1/29/2018,681,31.2585,0
1/29/2018,682,26.21283,0
1/29/2018,683,26.25804,0
1/29/2018,684,24.5998,0
1/29/2018,685,23.04891,0
1/29/2018,686,23.92348,0
1/29/2018,687,26.32056,0
1/29/2018,688,28.8056,0
1/29/2018,689,37.15132,0
1/29/2018,690,50.26233,0
1/29/2018,691,53.7343,0.0285281
1/29/2018,692,45.37777,0.15565
1/29/2018,693,43.33796,0.10624
1/29/2018,694,38.22115,0
1/29/2018,695,33.89005,0.0293402
1/29/2018,696,30.34898,0.208892
1/30/2018,697,27.86651,0.276337
1/30/2018,698,26.15238,0.213715
1/30/2018,699,25.59111,0.0639007
1/30/2018,700,25.60686,0.0327686
1/30/2018,701,28.17552,0.142708
1/30/2018,702,33.08831,0
1/30/2018,703,41.28574,0
1/30/2018,704,42.68364,0.555434
1/30/2018,705,30.68479,0.724555
1/30/2018,706,27.13941,0.0109685
1/30/2018,707,26.40337,0
1/30/2018,708,24.5332,0
1/30/2018,709,23.60907,0
1/30/2018,710,24.42744,0
1/30/2018,711,26.30378,0
1/30/2018,712,28.9053,0
1/30/2018,713,34.85688,0
1/30/2018,714,50.15099,0
1/30/2018,715,52.67941,0
1/30/2018,716,41.03534,0
1/30/2018,717,39.64797,0
1/30/2018,718,34.9563,0
1/30/2018,719,32.49179,0.324569
1/30/2018,720,29.56977,1.45427
1/31/2018,721,28.04414,0.785221
1/31/2018,722,27.05197,1.01812
1/31/2018,723,26.10023,1.47618
1/31/2018,724,26.04883,2.04913
1/31/2018,725,28.61285,1.9936
1/31/2018,726,32.52262,1.36795
1/31/2018,727,41.2643,0.940614
1/31/2018,728,41.34999,0.373156
1/31/2018,729,29.55578,0.366148
